,Village_Area_Name,Beat_Name,Year,count
42241,KAMADOLLI VILLAGE,Beat No 5..,2021,7
42242,KAMADOLLI VILLAGE,Beat No 5..,2022,11
42243,KAMADOLLI VILLAGE,Beat No 5..,2023,15
42244,KAMADOLLI VILLAGE,Beat No 5..,2024,2
42245,KAMAGAR CHOWK NIPPANI,Beat 18..,2019,2
42246,KAMAGAR CHOWK NIPPANI,Beat 18..,2022,2
42247,KAMAGAR CHOWK NIPPANI,Beat 18..,2023,2
42248,KAMAGE,BEAT NO 3..,2020,2
42249,KAMAGERE,Beat 1..,2016,13
42250,KAMAGERE,Beat 1..,2017,9
42251,KAMAGERE,Beat 1..,2018,6
42252,KAMAGERE,Beat 1..,2019,8
42253,KAMAGERE,Beat 1..,2020,10
42254,KAMAGERE,Beat 1..,2021,9
42255,KAMAGERE,Beat 1..,2022,5
42256,KAMAGERE,Beat 1..,2023,9
42257,KAMAGERE,Beat 1..,2024,1
42258,KAMAGERE,Beat 3..,2016,9
42259,KAMAGERE,Beat 3..,2017,15
42260,KAMAGERE,Beat 3..,2018,7
42261,KAMAGERE,Beat 3..,2019,18
42262,KAMAGERE,Beat 3..,2020,19
42263,KAMAGERE,Beat 3..,2021,11
42264,KAMAGERE,Beat 3..,2022,12
42265,KAMAGERE,Beat 3..,2023,27
42266,KAMAGERE,Beat 3..,2024,4
42267,KAMAGETANAHALLY VILLAGE.,VILLAGE BEAT 11..,2016,3
42268,KAMAGETANAHALLY VILLAGE.,VILLAGE BEAT 11..,2017,1
42269,KAMAGETANAHALLY VILLAGE.,VILLAGE BEAT 11..,2018,1
42270,KAMAGETANAHALLY VILLAGE.,VILLAGE BEAT 11..,2020,1
42271,KAMAGETANAHALLY VILLAGE.,VILLAGE BEAT 11..,2021,7
42272,KAMAGETANAHALLY VILLAGE.,VILLAGE BEAT 11..,2022,1
42273,KAMAGETANAHALLY VILLAGE.,VILLAGE BEAT 11..,2023,2
42274,KAMAKANOOR VILLAGE,BEAT NO 27..,2021,2
42275,KAMAKANOOR VILLAGE,BEAT NO 27..,2022,1
42276,KAMAKANOOR VILLAGE,BEAT NO 27..,2024,1
42277,KAMAKARATTI,Beat No 36..,2021,1
42278,KAMAKSHIPALYA,2nd BEAT..,2017,53
42279,KAMAKSHIPALYA,2nd BEAT..,2018,90
42280,KAMAKSHIPALYA,2nd BEAT..,2019,61
42281,KAMAKSHIPALYA,2nd BEAT..,2020,41
42282,KAMAKSHIPALYA,2nd BEAT..,2021,53
42283,KAMAKSHIPALYA,2nd BEAT..,2022,48
42284,KAMAKSHIPALYA,2nd BEAT..,2023,63
42285,KAMAKSHIPALYA,2nd BEAT..,2024,13
42286,KAMAKSHIPALYA,OLD BEAT 5..,2016,22
42287,KAMAKSHIPALYA,OLD BEAT 5..,2017,2
42288,KAMAKSHIPALYA,OLD BEAT 5..,2023,8
42289,KAMAKSHIPALYA,Sector 2 Kamakshipalya Tr PS..,2024,1
42290,KAMAKSHIPALYA MAIN ROAD,3rd BEAT..,2017,37
42291,KAMAKSHIPALYA MAIN ROAD,3rd BEAT..,2018,59
42292,KAMAKSHIPALYA MAIN ROAD,3rd BEAT..,2019,43
42293,KAMAKSHIPALYA MAIN ROAD,3rd BEAT..,2020,34
42294,KAMAKSHIPALYA MAIN ROAD,3rd BEAT..,2021,36
42295,KAMAKSHIPALYA MAIN ROAD,3rd BEAT..,2022,46
42296,KAMAKSHIPALYA MAIN ROAD,3rd BEAT..,2023,80
42297,KAMAKSHIPALYA MAIN ROAD,3rd BEAT..,2024,10
42298,KAMAKYA LAYOUT,8..,2016,24
42299,KAMAKYA LAYOUT,8..,2017,27
42300,KAMAKYA LAYOUT,8..,2018,12
42301,KAMAKYA LAYOUT,8..,2019,15
42302,KAMAKYA LAYOUT,8..,2020,2
42303,KAMAKYA LAYOUT,8..,2021,8
42304,KAMAKYA LAYOUT,8..,2022,7
42305,KAMAKYA LAYOUT,8..,2023,9
42306,KAMAKYA LAYOUT,8..,2024,2
42307,KAMALAPUR,BEAT 01..,2016,16
42308,KAMALAPUR,BEAT 01..,2017,15
42309,KAMALAPUR,BEAT 01..,2018,10
42310,KAMALAPUR,BEAT 01..,2019,12
42311,KAMALAPUR,BEAT 01..,2020,8
42312,KAMALAPUR,BEAT 01..,2021,10
42313,KAMALAPUR,BEAT 01..,2022,9
42314,KAMALAPUR,BEAT 01..,2023,17
42315,KAMALAPUR,BEAT 01..,2024,4
42316,KAMALAPUR,Beat 6..,2016,8
42317,KAMALAPUR,Beat 6..,2017,3
42318,KAMALAPUR,Beat 6..,2018,5
42319,KAMALAPUR,Beat 6..,2019,7
42320,KAMALAPUR,Beat 6..,2020,2
42321,KAMALAPUR,Beat 6..,2021,10
42322,KAMALAPUR,Beat 6..,2022,5
42323,KAMALAPUR,Beat 6..,2023,8
42324,KAMALAPUR,Beat 6..,2024,3
42325,KAMALAPUR,SUB BEAT 03 KAMALAPUR..,2017,5
42326,KAMALAPUR,SUB BEAT 03 KAMALAPUR..,2018,1
42327,KAMALAPUR,SUB BEAT 03 KAMALAPUR..,2019,1
42328,KAMALAPUR,SUB BEAT 03 KAMALAPUR..,2020,4
42329,KAMALAPUR,SUB BEAT 03 KAMALAPUR..,2021,4
42330,KAMALAPUR,SUB BEAT 03 KAMALAPUR..,2022,3
42331,KAMALAPUR,SUB BEAT 03 KAMALAPUR..,2023,1
42332,KAMALAPURA,15..,2020,1
42333,KAMALAPURA,15..,2022,2
42334,KAMALAPURA,15..,2023,4
42335,KAMALAPURA,15..,2024,2
42336,KAMALAPURA,KAMALAPURA TOWN..,2016,25
42337,KAMALAPURA,KAMALAPURA TOWN..,2017,23
42338,KAMALAPURA,KAMALAPURA TOWN..,2018,21
42339,KAMALAPURA,KAMALAPURA TOWN..,2019,16
42340,KAMALAPURA,KAMALAPURA TOWN..,2020,12
42341,KAMALAPURA,KAMALAPURA TOWN..,2021,13
42342,KAMALAPURA,KAMALAPURA TOWN..,2022,9
42343,KAMALAPURA,KAMALAPURA TOWN..,2023,17
42344,KAMALAPURA,KAMALAPURA TOWN..,2024,3
42345,KAMALAPURA PS LIMITS,HAMPI SUB DIVISON..,2019,4
42346,KAMALAPURA PS LIMITS,HAMPI SUB DIVISON..,2021,1
42347,KAMALAPURA VILLAGE,OLD24..,2018,2
42348,KAMALAPURA VILLAGE,OLD24..,2020,1
42349,KAMALAPURA VILLAGE,OLD24..,2023,1
42350,KAMAN CIRCE,New Beat 14..,2018,1
42351,KAMAN CIRCE,New Beat 14..,2021,1
42352,KAMANAGAR GALLI,29..,2022,1
42353,KAMANAHALLI,V Beat 6..,2016,19
42354,KAMANAHALLI,V Beat 6..,2017,7
42355,KAMANAHALLI,V Beat 6..,2018,9
42356,KAMANAHALLI,V Beat 6..,2019,1
42357,KAMANAHALLI,V Beat 6..,2022,3
42358,KAMANAHALLI,V Beat 6..,2023,8
42359,KAMANAHALLI,V Beat 6..,2024,3
42360,KAMANAHALLI VILLAGE,NEW V BEAT 19..,2019,2
42361,KAMANAHALLI VILLAGE,NEW V BEAT 19..,2020,2
42362,KAMANAHALLI VILLAGE,NEW V BEAT 19..,2021,2
42363,KAMANAHALLI VILLAGE,VILLAGE BEAT 12..,2017,4
42364,KAMANAHALLI VILLAGE,VILLAGE BEAT 12..,2020,3
42365,KAMANAHALLI VILLAGE,VILLAGE BEAT 12..,2021,1
42366,KAMANAKERE,NEW BEAT 31..,2020,1
42367,KAMANAKERE,VILLAGE BEAT NO 10..,2022,3
42368,KAMANAKERE,VILLAGE BEAT NO 10..,2023,8
42369,KAMANAKERI,37..,2017,3
42370,KAMANAKERI,37..,2018,1
42371,KAMANAKERI,37..,2019,4
42372,KAMANAKERI,37..,2020,2
42373,KAMANAKERI,37..,2021,2
42374,KAMANAKERI,37..,2022,5
42375,KAMANAKERI,37..,2023,5
42376,KAMANALLI,7..,2016,4
42377,KAMANALLI,7..,2017,3
42378,KAMANALLI,7..,2018,8
42379,KAMANALLI,7..,2019,5
42380,KAMANALLI,7..,2020,3
42381,KAMANALLI,7..,2021,6
42382,KAMANALLI,7..,2022,2
42383,KAMANALLI,7..,2023,3
42384,KAMANATAGI,Beat 7..,2016,5
42385,KAMANATAGI,Beat 7..,2017,6
42386,KAMANATAGI,Beat 7..,2018,4
42387,KAMANATAGI,Beat 7..,2019,10
42388,KAMANATAGI,Beat 7..,2020,1
42389,KAMANATAGI,Beat 7..,2021,5
42390,KAMANATAGI,Beat 7..,2022,5
42391,KAMANATAGI,Beat 7..,2023,7
42392,KAMANAYANAKAHALLI,New Beat 43..,2021,3
42393,KAMANAYANAKAHALLI,New Beat 43..,2022,4
42394,KAMANAYANAKAHALLI,New Beat 43..,2023,1
42395,KAMANGAR PLOT,BEAT 26 KAMANAGAR PLOT..,2023,1
42396,KAMANUR,Beat 9..,2016,4
42397,KAMANUR,Beat 9..,2017,1
42398,KAMANUR,Beat 9..,2018,7
42399,KAMANUR,Beat 9..,2020,4
42400,KAMANUR,Beat 9..,2021,6
42401,KAMANUR,Beat 9..,2022,3
42402,KAMANUR,Beat 9..,2023,4
42403,KAMARAJ ROAD,4C BEAT..,2017,4
42404,KAMARAJ ROAD,4C BEAT..,2018,4
42405,KAMARAJ ROAD,4C BEAT..,2019,1
42406,KAMARAJ ROAD,4C BEAT..,2020,4
42407,KAMARAJ ROAD,4C BEAT..,2021,1
42408,KAMARAJ ROAD,4C BEAT..,2022,2
42409,KAMARAJ ROAD,4C BEAT..,2023,2
42410,KAMARAJ ROAD,4C BEAT..,2024,1
42411,KAMARAVADI,Beat No 08..,2016,5
42412,KAMARAVADI,Beat No 08..,2017,4
42413,KAMARAVADI,Beat No 08..,2018,2
42414,KAMARGAV,Rural Beat 2..,2020,1
42415,KAMASHETADI,BEAT 3 OP..,2017,1
42416,KAMASHETADI,BEAT 3 OP..,2019,1
42417,KAMASHETADI,BEAT 3 OP..,2024,1
42418,KAMAT GALLI,52..,2017,4
42419,KAMAT GALLI,52..,2018,4
42420,KAMAT GALLI,52..,2019,1
42421,KAMATAGI,RURAL BEAT NO 13..,2016,4
42422,KAMATAGI,RURAL BEAT NO 13..,2017,6
42423,KAMATAGI,RURAL BEAT NO 13..,2018,7
42424,KAMATAGI,RURAL BEAT NO 13..,2019,10
42425,KAMATAGI,RURAL BEAT NO 13..,2020,2
42426,KAMATAGI,RURAL BEAT NO 13..,2022,1
42427,KAMATAGI ONE,RURAL BEAT NO 11..,2022,3
42428,KAMATAGI ONE,RURAL BEAT NO 11..,2023,9
42429,KAMATAGI ONE,RURAL BEAT NO 11..,2024,1
42430,KAMATENATTI,BEAT 17..,2017,3
42431,KAMATENATTI,BEAT 17..,2018,1
42432,KAMATENATTI,BEAT 17..,2020,2
42433,KAMATENATTI,BEAT 17..,2022,2
42434,KAMATENATTI,BEAT 17..,2023,1
42435,KAMATHAHALLI,12..,2018,3
42436,KAMATHAHALLI,12..,2019,11
42437,KAMATHAHALLI,12..,2021,3
42438,KAMATHAMPALLI,9 Kamathampalli..,2023,1
42439,KAMATHMARIKUNATE VILLAGE,41 New Village Beat..,2020,1
42440,KAMATHMARIKUNATE VILLAGE,41 New Village Beat..,2021,1
42441,KAMATHMARIKUNATE VILLAGE,41 New Village Beat..,2022,2
42442,KAMATHMARIKUNATE VILLAGE,41 New Village Beat..,2023,1
42443,KAMATYANATTI,BEAT 05..,2016,12
42444,KAMATYANATTI,BEAT 05..,2017,5
42445,KAMBADAHALLI,NEW BEAT 19..,2019,1
42446,KAMBADAHALLI,NEW BEAT 19..,2020,2
42447,KAMBADAHALLI,NEW BEAT 19..,2021,2
42448,KAMBADAHALLI,New Beat 13..,2018,2
42449,KAMBADAHALLI,New Beat 13..,2020,1
42450,KAMBADAHALLI,New Beat 13..,2021,1
42451,KAMBADAHALLI,New Beat 13..,2022,1
42452,KAMBADAHALLI,New Beat 13..,2023,3
42453,KAMBADAKONE,Beat 3..,2016,25
42454,KAMBADAKONE,Beat 3..,2017,12
42455,KAMBADAKONE,Beat 3..,2018,9
42456,KAMBADAKONE,Beat 3..,2019,15
42457,KAMBADAKONE,Beat 3..,2020,15
42458,KAMBADAKONE,Beat 3..,2021,13
42459,KAMBADAKONE,Beat 3..,2022,22
42460,KAMBADAKONE,Beat 3..,2023,19
42461,KAMBADAKONE,Beat 3..,2024,2
42462,KAMBALAHALLY,BEAT 36..,2017,1
42463,KAMBALAHALLY,BEAT 36..,2018,1
42464,KAMBALAHALLY,BEAT 36..,2020,2
42465,KAMBALAHALLY,BEAT 36..,2021,4
42466,KAMBALAHALLY,BEAT 36..,2022,3
42467,KAMBALAHALLY,BEAT 36..,2023,5
42468,KAMBALIPURA,BEAT 20..,2018,1
42469,KAMBALIPURA,BEAT 20..,2020,3
42470,KAMBALIPURA,BEAT 20..,2021,2
42471,KAMBALIPURA,BEAT 20..,2022,1
42472,KAMBALIPURA,BEAT 20..,2023,2
42473,KAMBALU,BEAT NO 36..,2021,1
42474,KAMBARAGANVI,NEW BEAT NO 04..,2019,1
42475,KAMBARAGANVI,NEW BEAT NO 04..,2020,1
42476,KAMBARAGANVI,NEW BEAT NO 04..,2021,1
42477,KAMBARAGANVI,NEW BEAT NO 04..,2023,4
42478,KAMBARAGATTI PLAT,NEW BEAT NO 05..,2019,1
42479,KAMBARAGATTI PLAT,NEW BEAT NO 05..,2021,1
42480,KAMBARAGATTI PLAT,NEW BEAT NO 05..,2023,3
42481,KAMBARAGATTI PLAT,NEW BEAT NO 05..,2024,1
42482,KAMBHATHANAHALLI,Beat 10..,2016,4
42483,KAMBHATHANAHALLI,Beat 10..,2019,2
42484,KAMBHATHANAHALLI,Beat 10..,2020,1
42485,KAMBHATHANAHALLI,Beat 10..,2021,3
42486,KAMBHATHANAHALLI,Beat 10..,2022,3
42487,KAMBHATHANAHALLI,Beat 10..,2023,1
42488,KAMBIKANAHALLI,9th TOWN BEAT..,2018,1
42489,KAMBIKANAHALLI,9th TOWN BEAT..,2019,2
42490,KAMBIKANAHALLI,9th TOWN BEAT..,2020,1
42491,KAMBIKANAHALLI,9th TOWN BEAT..,2021,2
42492,KAMBIKANAHALLI,9th TOWN BEAT..,2022,1
42493,KAMBIPURA,Sudharitha Beat 25..,2019,3
42494,KAMBIPURA,Sudharitha Beat 25..,2020,10
42495,KAMBIPURA,Sudharitha Beat 25..,2021,2
42496,KAMBIPURA,Sudharitha Beat 25..,2022,3
42497,KAMBLI KHOOT CROSS,30..,2019,2
42498,KAMBLI KHOOT CROSS,30..,2020,1
42499,KAMBLI KHOOT CROSS,30..,2021,7
42500,KAMBLI KHOOT CROSS,30..,2022,2
42501,KAMENAHALLI,BEAT NO 16..,2022,1
42502,KAMENAHALLI,New Village Beat 14..,2020,3
42503,KAMENAHALLI,New Village Beat 14..,2021,1
42504,KAMENAHALLI,New Village Beat 14..,2022,2
42505,KAMENAHALLI VILLAGE,OLD4..,2018,2
42506,KAMENAHALLI VILLAGE,OLD4..,2020,2
42507,KAMENAHALLI VILLAGE,OLD4..,2022,1
42508,KAMKASHIPURA,Beat 16..,2023,1
42509,KAMLAPURA VILLAGE,BEAT 23..,2017,5
42510,KAMLAPURA VILLAGE,BEAT 23..,2018,8
42511,KAMLAPURA VILLAGE,BEAT 23..,2019,6
42512,KAMLAPURA VILLAGE,BEAT 23..,2020,7
42513,KAMLAPURA VILLAGE,BEAT 23..,2021,3
42514,KAMLAPURA VILLAGE,BEAT 23..,2022,7
42515,KAMLAPURA VILLAGE,BEAT 23..,2023,6
42516,KAMMACHCHI,7 th Beat..,2016,6
42517,KAMMACHCHI,7 th Beat..,2017,10
42518,KAMMACHCHI,7 th Beat..,2018,10
42519,KAMMACHCHI,7 th Beat..,2019,2
42520,KAMMACHCHI,7 th Beat..,2020,6
42521,KAMMACHCHI,7 th Beat..,2021,4
42522,KAMMACHCHI,7 th Beat..,2022,2
42523,KAMMACHCHI,7 th Beat..,2023,6
42524,KAMMAGONDANAHALLI,BEAT 2..,2016,31
42525,KAMMAGONDANAHALLI,BEAT 2..,2017,34
42526,KAMMAGONDANAHALLI,BEAT 2..,2018,33
42527,KAMMAGONDANAHALLI,BEAT 2..,2019,28
42528,KAMMAGONDANAHALLI,BEAT 2..,2020,18
42529,KAMMAGONDANAHALLI,BEAT 2..,2021,20
42530,KAMMAGONDANAHALLI,BEAT 2..,2022,27
42531,KAMMAGONDANAHALLI,BEAT 2..,2023,55
42532,KAMMAGONDANAHALLI,BEAT 2..,2024,9
42533,KAMMALAVARIPALLI,25..,2020,3
42534,KAMMALAVARIPALLI,25..,2021,1
42535,KAMMALAVARIPALLI,25..,2022,2
42536,KAMMALAVARIPALLI,25..,2023,2
42537,KAMMANAHALLI MAIN ROAD,10 TH BEAT..,2016,97
42538,KAMMANAHALLI MAIN ROAD,10 TH BEAT..,2017,122
42539,KAMMANAHALLI MAIN ROAD,10 TH BEAT..,2018,66
42540,KAMMANAHALLI MAIN ROAD,10 TH BEAT..,2019,84
42541,KAMMANAHALLI MAIN ROAD,10 TH BEAT..,2020,106
42542,KAMMANAHALLI MAIN ROAD,10 TH BEAT..,2021,121
42543,KAMMANAHALLI MAIN ROAD,10 TH BEAT..,2022,121
42544,KAMMANAHALLI MAIN ROAD,10 TH BEAT..,2023,144
42545,KAMMANAHALLI MAIN ROAD,10 TH BEAT..,2024,23
42546,KAMMANAHALLI MAIN ROAD,KAMMANAHALLI MAIN ROAD..,2018,1
42547,KAMMANAHALLI MAIN ROAD,KAMMANAHALLI MAIN ROAD..,2023,1
42548,KAMMARADI,Beat NO 14..,2019,5
42549,KAMMARADI,Beat NO 14..,2020,1
42550,KAMMARADI,Beat NO 14..,2021,1
42551,KAMMARADI,Beat NO 14..,2023,5
42552,KAMMARADI,Beat NO 14..,2024,2
42553,KAMMARAGATTE,VILLAGE BEAT 08..,2016,11
42554,KAMMARAGATTE,VILLAGE BEAT 08..,2017,4
42555,KAMMARAGATTE,VILLAGE BEAT 08..,2018,6
42556,KAMMARAGATTE,VILLAGE BEAT 08..,2019,3
42557,KAMMARAGATTE,VILLAGE BEAT 08..,2020,1
42558,KAMMARAGATTE,VILLAGE BEAT 08..,2021,9
42559,KAMMARAGATTE,VILLAGE BEAT 08..,2022,8
42560,KAMMARAGATTE,VILLAGE BEAT 08..,2023,4
42561,KAMMARSAL,BEAT 14 KAMMAR SAAL..,2017,1
42562,KAMMARSAL,BEAT 14 KAMMAR SAAL..,2022,2
42563,KAMMARSAL,BEAT 14 KAMMAR SAAL..,2023,2
42564,KAMMASANDRA,010TH VILLAGE BEAT..,2016,1
42565,KAMMASANDRA,010TH VILLAGE BEAT..,2017,1
42566,KAMMASANDRA,010TH VILLAGE BEAT..,2018,4
42567,KAMMASANDRA,010TH VILLAGE BEAT..,2019,3
42568,KAMMASANDRA,010TH VILLAGE BEAT..,2020,1
42569,KAMMASANDRA,010TH VILLAGE BEAT..,2021,2
42570,KAMMASANDRA,2nd New Beat..,2022,3
42571,KAMMASANDRA,2nd New Beat..,2023,1
42572,KAMMASANDRA,4th New Beat..,2022,5
42573,KAMMASANDRA,4th New Beat..,2023,2
42574,KAMMASANDRA,BEAT 5..,2016,24
42575,KAMMASANDRA,BEAT 5..,2017,37
42576,KAMMASANDRA,BEAT 5..,2018,25
42577,KAMMASANDRA,BEAT 5..,2019,47
42578,KAMMASANDRA,BEAT 5..,2020,38
42579,KAMMASANDRA,BEAT 5..,2021,36
42580,KAMMASANDRA,BEAT 5..,2022,39
42581,KAMMASANDRA,BEAT 5..,2023,72
42582,KAMMASANDRA,BEAT 5..,2024,17
42583,KAMMASANDRA,BEAT 6..,2017,2
42584,KAMMASANDRA,BEAT 6..,2018,1
42585,KAMMASANDRA,BEAT 6..,2019,6
42586,KAMMASANDRA,BEAT 6..,2020,3
42587,KAMMASANDRA,BEAT 6..,2021,3
42588,KAMMASANDRA,BEAT 6..,2022,5
42589,KAMMASANDRA,BEAT 6..,2023,11
42590,KAMMASANDRA,BEAT 6..,2024,1
42591,KAMPLI,BEAT 2..,2016,29
42592,KAMPLI,BEAT 2..,2017,29
42593,KAMPLI,BEAT 2..,2018,11
42594,KAMPLI,BEAT 2..,2019,12
42595,KAMPLI,BEAT 2..,2020,17
42596,KAMPLI,BEAT 2..,2021,15
42597,KAMPLI,BEAT 2..,2022,22
42598,KAMPLI,BEAT 2..,2023,40
42599,KAMPLI,BEAT 2..,2024,6
42600,KAMPLIKOPPA,KAMPLIKOPPA..,2019,1
42601,KAMPLIKOPPA,KAMPLIKOPPA..,2020,1
42602,KAMPLIKOPPA,KAMPLIKOPPA..,2022,4
42603,KAMPLIKOPPA,KAMPLIKOPPA..,2023,2
42604,KAMSAGARA,New Beat No 33..,2017,1
42605,KAMSAGARA,New Beat No 33..,2018,1
42606,KAMSAGARA,New Beat No 33..,2019,2
42607,KAMSAGARA,New Beat No 33..,2020,2
42608,KAMSAGARA,New Beat No 33..,2022,1
42609,KAMSAGARA,New Beat No 33..,2023,2
42610,KAMTHANA,Beat 4..,2016,8
42611,KAMTHANA,Beat 4..,2017,10
42612,KAMTHANA,Beat 4..,2018,16
42613,KAMTHANA,Beat 4..,2019,16
42614,KAMTHANA,Beat 4..,2020,6
42615,KAMTHANA,Beat 4..,2021,14
42616,KAMTHANA,Beat 4..,2022,20
42617,KAMTHANA,Beat 4..,2023,16
42618,KANABAGATTE,NONE..,2018,2
42619,KANABAGATTE,NONE..,2019,1
42620,KANABAGATTE,NONE..,2020,2
42621,KANABAGATTE,NONE..,2021,1
42622,KANACHURU,BEAT NO 16..,2019,1
42623,KANACHURU,BEAT NO 16..,2020,1
42624,KANACHURU,BEAT NO 16..,2021,1
42625,KANACHURU,BEAT NO 16..,2022,1
42626,KANAGALA,5..,2016,10
42627,KANAGALA,5..,2017,11
42628,KANAGALA,5..,2018,14
42629,KANAGALA,5..,2019,7
42630,KANAGALA,5..,2020,5
42631,KANAGALA,5..,2021,7
42632,KANAGALA,5..,2022,14
42633,KANAGALA,5..,2023,13
42634,KANAGALA,5..,2024,3
42635,KANAGALKOPPA,23 rd beat..,2019,2
42636,KANAGALKOPPA,23 rd beat..,2020,1
42637,KANAGALKOPPA,23 rd beat..,2023,1
42638,KANAGALKOPPA,23 rd beat..,2024,1
42639,KANAGALU,VILLAGE BEAT 12..,2018,1
42640,KANAGALU,VILLAGE BEAT 12..,2019,3
42641,KANAGALU,VILLAGE BEAT 12..,2020,4
42642,KANAGALU,VILLAGE BEAT 12..,2021,4
42643,KANAGALU,VILLAGE BEAT 12..,2022,4
42644,KANAGALU,VILLAGE BEAT 12..,2023,4
42645,KANAGANAMARADI,New Beat 25..,2017,8
42646,KANAGANAMARADI,New Beat 25..,2020,3
42647,KANAGANAMARADI,New Beat 25..,2021,7
42648,KANAGANAMARADI,New Beat 25..,2022,8
42649,KANAGANAMARADI,New Beat 25..,2023,5
42650,KANAGANDANAHALLI,Beat 6..,2016,4
42651,KANAGANDANAHALLI,Beat 6..,2017,3
42652,KANAGANDANAHALLI,Beat 6..,2018,7
42653,KANAGANDANAHALLI,Beat 6..,2019,3
42654,KANAGANDANAHALLI,Beat 6..,2020,6
42655,KANAGANDANAHALLI,Beat 6..,2021,5
42656,KANAGANDANAHALLI,Beat 6..,2022,3
42657,KANAGANDANAHALLI,Beat 6..,2023,4
42658,KANAGANV,Beat No 7..,2016,2
42659,KANAGANV,Beat No 7..,2017,5
42660,KANAGANV,Beat No 7..,2018,1
42661,KANAGANV,Beat No 7..,2019,2
42662,KANAGANV,Beat No 7..,2021,2
42663,KANAGANV,Beat No 7..,2022,2
42664,KANAGINAHAL,BEAT 08..,2017,7
42665,KANAGINAHAL,BEAT 08..,2018,11
42666,KANAGINAHAL,BEAT 08..,2019,3
42667,KANAGINAHAL,BEAT 08..,2020,2
42668,KANAGINAHAL,BEAT 08..,2021,4
42669,KANAGINAHAL,BEAT 08..,2022,4
42670,KANAGINAHAL,BEAT 08..,2023,17
42671,KANAGINAHAL,BEAT 08..,2024,1
42672,KANAGINAHAL,BEAT 30..,2019,1
42673,KANAGINAHAL,BEAT 30..,2020,1
42674,KANAGINAHAL,BEAT 30..,2023,3
42675,KANAGINAHAL,BEAT 30..,2024,1
42676,KANAGINAHAL RAILWAY STATION,Gadag Hospet Route..,2016,10
42677,KANAGINAHAL RAILWAY STATION,Gadag Hospet Route..,2017,8
42678,KANAGINAHAL RAILWAY STATION,Gadag Hospet Route..,2018,3
42679,KANAGINAHAL RAILWAY STATION,Gadag Hospet Route..,2019,20
42680,KANAGINAHAL RAILWAY STATION,Gadag Hospet Route..,2020,2
42681,KANAGINAHAL RAILWAY STATION,Gadag Hospet Route..,2021,8
42682,KANAGINAHAL RAILWAY STATION,Gadag Hospet Route..,2022,8
42683,KANAGINAHAL RAILWAY STATION,Gadag Hospet Route..,2023,9
42684,KANAGINAHAL RAILWAY STATION,Gadag Hospet Route..,2024,1
42685,KANAGONAHALLI,New Beat 05..,2018,1
42686,KANAGONAHALLI,New Beat 05..,2023,2
42687,KANAGONDANAHALLI,03..,2016,4
42688,KANAGONDANAHALLI,03..,2018,1
42689,KANAGONDANAHALLI,03..,2019,1
42690,KANAGONDANAHALLI,03..,2021,5
42691,KANAGONDANAHALLI,03..,2022,1
42692,KANAGONDANAHALLI,03..,2023,4
42693,KANAHALLI,New Village Beat 07..,2018,1
42694,KANAHALLI,New Village Beat 07..,2019,1
42695,KANAKA LAYOUT,Beat 10..,2018,8
42696,KANAKA LAYOUT,Beat 10..,2019,7
42697,KANAKA LAYOUT,Beat 10..,2020,5
42698,KANAKA LAYOUT,Beat 10..,2021,8
42699,KANAKA LAYOUT,Beat 10..,2022,5
42700,KANAKA LAYOUT,Beat 10..,2023,10
42701,KANAKA LAYOUT,Beat 10..,2024,1
42702,KANAKA NAGAR,5..,2016,21
42703,KANAKA NAGAR,5..,2017,23
42704,KANAKA NAGAR,5..,2018,18
42705,KANAKA NAGAR,5..,2019,8
42706,KANAKA NAGAR,5..,2020,12
42707,KANAKA NAGAR,5..,2021,25
42708,KANAKA NAGAR,5..,2022,15
42709,KANAKA NAGAR,5..,2023,14
42710,KANAKA NAGAR,5..,2024,8
42711,KANAKA NAGARA,NEW TOWN BEAT 2..,2019,1
42712,KANAKADAS NAGAR,BEAT 12..,2016,18
42713,KANAKADAS NAGAR,BEAT 12..,2017,9
42714,KANAKADAS NAGAR,BEAT 12..,2018,12
42715,KANAKADAS NAGAR,BEAT 12..,2019,9
42716,KANAKADAS NAGAR,BEAT 12..,2020,8
42717,KANAKADAS NAGAR,BEAT 12..,2021,8
42718,KANAKADAS NAGAR,BEAT 12..,2022,9
42719,KANAKADAS NAGAR,BEAT 12..,2023,10
42720,KANAKAGIRI,BEAT NO 05..,2016,15
42721,KANAKAGIRI,BEAT NO 05..,2017,5
42722,KANAKAGIRI,BEAT NO 05..,2019,2
42723,KANAKAGIRI,BEAT NO 05..,2020,1
42724,KANAKAGIRI,BEAT NO 05..,2021,2
42725,KANAKAGIRI,BEAT NO 05..,2022,1
42726,KANAKAGIRI,BEAT NO 05..,2023,3
42727,KANAKAGIRI,BEAT NO 05..,2024,1
42728,KANAKAGIRI,BEAT NO 15..,2017,6
42729,KANAKAGIRI,BEAT NO 15..,2018,8
42730,KANAKAGIRI,BEAT NO 15..,2019,9
42731,KANAKAGIRI,BEAT NO 15..,2020,5
42732,KANAKAGIRI,BEAT NO 15..,2021,15
42733,KANAKAGIRI,BEAT NO 15..,2022,17
42734,KANAKAGIRI,BEAT NO 15..,2023,10
42735,KANAKAL,28..,2017,2
42736,KANAKAL,28..,2018,1
42737,KANAKAL,28..,2019,2
42738,KANAKAL,28..,2020,2
42739,KANAKAL,28..,2021,1
42740,KANAKAL,28..,2022,4
42741,KANAKAL,28..,2023,5
